titreCommercial;realisateur;visa;mention;paysOrigine;dateSortie
"LES VOLUPTUEUSES";"Walter BOOS";"43493";"Classement X (pornographique)";"ALLEMAGNE";"26/02/1975"
"MAGDALENA L EXORCISEE";"Walter BOOS";"43492";"Interdiction aux mineurs -16 ans";"ALLEMAGNE";"27/02/1975"
"MASSACRE AU KARATE";"Raymont LUI";"43577";"Interdiction aux mineurs -12 ans";"TAIWAN";"12/02/1975"
"MEURTRE PAR INTERIM";"Umberto LENZI";"43194";"Interdiction aux mineurs -12 ans";"ITALIE";"02/02/1975"
"MILAREPA";"Liliana CAVANI";"43406";"Tous publics";"ITALIE";"19/02/1975"
"ON L APPELLE VERITE";"Luigi PERELLI";"42361";"Tous publics";"ITALIE";"16/02/1975"
"ORGIES COLLECTIVES";"Georges SPELVIN";"42917";"Interdiction aux mineurs -18 ans";"ETATS-UNIS";"19/02/1975"
"PAS SI MECHANT QUE CA";"Claude GORETTA";"43054";"Tous publics";"FRANCE, SUISSE";"19/02/1975"
"SCANDALE A ZAMALEK";"Moustapha NIAZI";"43017";"Tous publics";"EGYPTE";"12/02/1975"
"SIDDHARTHA";"Conrad ROOKS";"42804";"Tous publics";"ETATS-UNIS";"18/02/1975"
"SUPERFLICS";"Joseph SARGENT";"43329";"Tous publics";"ETATS-UNIS";"19/02/1975"
"TABARNAC";"Claude FARALDO";"42640";"Tous publics";"FRANCE";"26/02/1975"
"TAMARA OU COMMENT J AI ENTERRE MA VIE DE JEUNE FILLE";"Michel BERKOWITCH";"43073";"Classement X (pornographique)";"FRANCE";"19/02/1975"
"TREMBLEMENT DE TERRE";"Mark ROBSON";"43541";"Tous publics";"ETATS-UNIS";"12/02/1975"
"TROIS FILLES EN CAVALE";"Jack GUY";"43025";"Interdiction aux mineurs -16 ans";"BELGIQUE, FRANCE";"05/02/1975"
"UN JOUR LA FETE";"Pierre SISSER";"43293";"Tous publics";"FRANCE";"19/02/1975"
"UNE SAISON DANS LA VIE D EMMANUEL";"Claude WEISZ";"39731";"Interdiction aux mineurs -12 ans";"FRANCE";"05/02/1975"
"VANDA TERES";"Jean marie VINCENT";"42124";"Tous publics";"FRANCE";"12/02/1975"
"VOLUPTES CHARNELLES";"Doris WIHMAN";"43242";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"03/02/1975"
"WANDA";"Barbara LODEN";"43277";"Tous publics";"ETATS-UNIS";"04/02/1975"
"A NOUS LES PETITES CAILLES";"Romano SCAVOLINI";"42468";"Interdiction aux mineurs -12 ans";"ITALIE";"20/03/1975"
"AH QUEL PLAISIR DE POUVOIR S EN SERVIR";"Hans BILLIAN";"43185";"Classement X (pornographique)";"ALLEMAGNE";"19/03/1975"
"ATTENTION AU BLOB";"Anthony HARRIS";"44681";"Tous publics";"ETATS-UNIS";"26/03/1975"
"BREEZY";"Clint EASTWOOD";"42927";"Tous publics";"ETATS-UNIS";"26/03/1975"
"CHAN LE LEOPARD DU TA KANG";"Fung pong YEU";"43488";"Interdiction aux mineurs -12 ans";"HONG KONG";"05/03/1975"
"CHEN LE TIGRE INVINCIBLE";"Dick TANG";"43489";"Interdiction aux mineurs -12 ans";"HONG KONG";"19/03/1975"
"DRACULA VAMPIRE SEXUEL";"Alcala mario D";"44088";"Classement X (pornographique)";"SUISSE";"26/03/1975"
"FLESH GORDON";"H ZIEHM";"43877";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"26/03/1975"
"FUNNY LADY";"Herbert ROSS";"44038";"Tous publics";"ETATS-UNIS";"19/03/1975"
"GEORGINA LA NONNE PERVERSE";"Sergio BERGONZELLI";"41591";"Classement X (pornographique)";"ITALIE";"23/03/1975"
"JEANNE LA FRANCAISE";"Carlos DIEGUES";"43053";"Tous publics";"BRÉSIL";"03/03/1975"
"L ANTRE DE L HORREUR";"";"43485";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"05/03/1975"
"L EVADE";"Tom GRIES";"43989";"Tous publics";"ETATS-UNIS";"19/03/1975"
"L IMPLACABLE DRAGON CHINOIS";"King bing KO";"42375";"Interdiction aux mineurs -12 ans";"HONG KONG";"07/03/1975"
"LA BALAFREE";"Emilio FERNANDEZ";"44003";"Interdiction aux mineurs -16 ans";"MEXIQUE";"26/03/1975"
"LA CURIEUSE";"Franco MARTINELLI";"42650";"Interdiction aux mineurs -16 ans";"ITALIE";"08/03/1975"
"LA MORT DU DIRECTEUR DE CIRQUE DE PUCES";"Thomas KOERFER";"44057";"Tous publics";"SUISSE";"19/03/1975"
"LA PETITE CAROLINE";"Giorgio LIBRATI";"41942";"Interdiction aux mineurs -16 ans";"FRANCE";"05/03/1975"
"LA PLACE DE LA GAITE";"";"42715";"Tous publics";"EGYPTE";"12/03/1975"
"LA SUPER GIRL DU KARATE";"Wen chi CHENG";"42974";"Interdiction aux mineurs -12 ans";"HONG KONG";"05/03/1975"
"LA TOUR INFERNALE";"John GUILLERMIN";"43671";"Tous publics";"ETATS-UNIS";"05/03/1975"
"LE BANQUET";"Dimitri KOLLATOS";"36720";"Interdiction aux mineurs -16 ans";"FRANCE";"05/03/1975"
"LE BRAS DE LA VENGEANCE";"Yeung HEUNG";"43906";"Interdiction aux mineurs -16 ans";"HONG KONG";"12/03/1975"
"LE CAMP EROTIQUE";"Chih hung KUEI";"43859";"Interdiction aux mineurs -16 ans";"HONG KONG";"28/03/1975"
"LE CHATEAU DE L HORREUR";"Mario MANCINI";"43886";"Interdiction aux mineurs -12 ans";"ITALIE";"13/03/1975"
"LE FLAMBEUR";"Karel REISZ";"43836";"Interdiction aux mineurs -12 ans";"ETATS-UNIS";"05/03/1975"
"LE MALE DU SIECLE";"Claude BERRI";"43286";"Interdiction aux mineurs -16 ans";"FRANCE";"01/03/1975"
"LE PROFITEUR";"Sergio NASCA";"43137";"Interdiction aux mineurs -16 ans";"ITALIE";"12/03/1975"
"LE ROI DES MONTAGNES";"";"41490";"Tous publics";"RUSSIE";"05/03/1975"
"LE SEXE A LA BARRE";"Claude CACHOUX";"43456";"Interdiction aux mineurs -16 ans";"FRANCE";"26/03/1975"
"LE SOLEIL QUI RIT ROUGE";"Bruno mario KIRCHNER";"41773";"Interdiction aux mineurs -16 ans";"FRANCE";"05/03/1975"
"LE TRIANGLE ECORCHE";"Pierre KALFON";"43196";"Interdiction aux mineurs -16 ans";"FRANCE";"25/03/1975"
"LES BIJOUX DE FAMILLE";"Claude LAUREUX";"43237";"Interdiction aux mineurs -16 ans";"FRANCE";"04/03/1975"
"LES CHATOUILLEUSES";"Nesles dit brown DE";"42955";"Classement X (pornographique)";"FRANCE";"05/03/1975"
"LES EXPERIENCES SEXUELLES DE FLOSSIE";"Mac AHLBERG";"43700";"Classement X (pornographique)";"SUÈDE";"26/03/1975"
"LES FLEURS DU VICE";"James VIDOS";"43616";"Classement X (pornographique)";"ETATS-UNIS";"12/03/1975"
"LES GRANDES EMMERDEUSES";"Nesles dit brown DE";"43300";"Classement X (pornographique)";"FRANCE";"26/03/1975"
"LES INNOCENTS AUX MAINS SALES";"Claude CHABROL";"43407";"Tous publics";"ALLEMAGNE, FRANCE, ITALIE";"21/03/1975"
"LES ORGIES DU GOLDEN SALOON";"Pierre TAYLOU";"42393";"Classement X (pornographique)";"BELGIQUE, FRANCE";"08/03/1975"
"LES SENTIERS DE LA GLOIRE";"Stanley KUBRICK";"43878";"Tous publics";"ETATS-UNIS";"02/03/1975"
"LES SEPT SECRETS DU DRAGON D OR";"Man chen HUNG";"41881";"Interdiction aux mineurs -12 ans";"HONG KONG";"19/03/1975"
"LES TRIPOTEUSES";"Lucien HUSTAIX";"42675";"Classement X (pornographique)";"FRANCE";"19/03/1975"
"LES VOYEURS";"Torgny WICKMAN";"41663";"Classement X (pornographique)";"FRANCE, SUÈDE";"05/03/1975"
"MOISE ET AARON";"Jean-Marie STRAUB";"44363";"Tous publics";"ALLEMAGNE, FRANCE";"11/03/1975"
"PLEIN LA GUEULE";"Robert ALDRICH";"43839";"Tous publics";"ETATS-UNIS";"19/03/1975"
"QUAND L AMOUR CHANTE";"Moustapha NIAZI";"42721";"Tous publics";"EGYPTE";"19/03/1975"
"QUE LA FETE COMMENCE";"Bertrand TAVERNIER";"43294";"Tous publics";"FRANCE";"19/03/1975"
"REVES DE JEUNES FILLES";"Youssef MAALOUF";"43018";"Tous publics";"EGYPTE";"12/03/1975"
"SALUT LES FRANGINES";"Michel GERARD";"42963";"Interdiction aux mineurs -12 ans";"FRANCE";"05/03/1975"
"SMOG";"Christian MOTTIER";"44082";"Tous publics";"SUISSE";"05/03/1975"
"SPECIALE PREMIERE";"Billy WILDER";"43664";"Tous publics";"ETATS-UNIS";"26/03/1975"
"VERITES ET MENSONGES";"Orson WELLES";"41954";"Tous publics";"FRANCE";"12/03/1975"
"VIOLENCE ET PASSION";"Luchino VISCONTI";"42599";"Tous publics";"FRANCE, ITALIE";"19/03/1975"
"WINCHESTER KUNG FU ET KARATE DEUX CHINOIS DANS L OUEST";"Ban yee YEO";"43313";"Interdiction aux mineurs -12 ans";"HONG KONG";"08/03/1975"
"ZORRO";"Duccio TESSARI";"43056";"Tous publics";"FRANCE, ITALIE";"05/03/1975"
"3 RESERVISTES EN JAVA";"Hy AVERBACK";"43613";"Tous publics";"ETATS-UNIS";"30/04/1975"
"A CAUSE D UN ASSASSINAT";"Alan j PAKULA";"43405";"Tous publics";"ETATS-UNIS";"16/04/1975"
"ALOISE";"Liliane DE KERMADEC";"42658";"Tous publics";"FRANCE";"02/04/1975"
"ANTHOLOGIE DU PLAISIR";"Renzy alex DE";"43404";"Classement X (pornographique)";"ETATS-UNIS";"23/04/1975"
"BELLADONNA LA SORCIERE";"Eichi YAMAMOTO";"43311";"Interdiction aux mineurs -12 ans";"JAPON";"29/04/1975"
"C EST JEUNE ET CA SAIT TOUT";"Claude MULOT";"42547";"Interdiction aux mineurs -12 ans";"CANADA, FRANCE";"30/04/1975"
"CELEBRATION A BIG SUR";"Demetrakas BAIRD";"44225";"Tous publics";"ETATS-UNIS";"30/04/1975"
"FRANKENSTEIN JUNIOR";"Mel BROOKS";"44015";"Tous publics";"ETATS-UNIS";"16/04/1975"
"GANTS DE CUIR CONTRE KARATE";"Yang SYN";"43271";"Interdiction aux mineurs -12 ans";"HONG KONG";"02/04/1975"
"GEORGES BRAQUE OU LE TEMPS DIFFERENT";"Frederic ROSSIF";"42982";"Tous publics";"FRANCE";"15/04/1975"
"IL ETAIT UNE FOIS LA CHATTE MOUILLEE";"Lucien HUSTAIX";"43230";"Classement X (pornographique)";"FRANCE";"23/04/1975"
"ISABELLE DEVANT LE DESIR";"Van BERCKMANS";"42569";"Interdiction aux mineurs -12 ans";"BELGIQUE, FRANCE";"16/04/1975"
"JAMBE EN L AIR A BANGKOK";"Henri SALA";"42131";"Interdiction aux mineurs -16 ans";"FRANCE";"09/04/1975"
"JULIA ET LES HOMMES";"Rothemund SIGI";"43828";"Interdiction aux mineurs -16 ans";"ALLEMAGNE";"09/04/1975"
"L ABATTOIR HUMAIN";"William GIRDLER";"43484";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"30/04/1975"
"L AGRESSION";"Gérard PIRES";"43295";"Interdiction aux mineurs -12 ans";"FRANCE, ITALIE";"16/04/1975"
"L OBSEDEE SEXUELLE";"Jean paul SASSY";"37889";"Interdiction aux mineurs -16 ans";"CANADA, FRANCE";"02/04/1975"
"LA CHATTE SUR UN DOIGT BRULANT";"Cyrille CHARDON";"42916";"Classement X (pornographique)";"FRANCE";"02/04/1975"
"LA MESSE DOREE";"Montresor MONTRESOR";"42618";"Interdiction aux mineurs -16 ans";"FRANCE, ITALIE";"09/04/1975"
"LA PAPESSE";"Mario MERCIER";"42265";"Classement X (pornographique)";"FRANCE";"23/04/1975"
"LA PARTOUZE";"Alberto CARDONE";"43074";"Classement X (pornographique)";"ITALIE";"16/04/1975"
"LA VACANZA";"";"43330";"Tous publics";"ITALIE";"09/04/1975"
"LA VEUVE LUBRIQUE";"Jose BENAZERAF";"43748";"Interdiction aux mineurs -16 ans";"FRANCE";"30/04/1975"
"LE BOUGNOUL";"Daniel MOOSMANN";"43104";"Tous publics";"FRANCE";"23/04/1975"
"LE CHEVAL DE FER";"Pierre GLENN";"43335";"Tous publics";"FRANCE";"02/04/1975"
"LE COEUR ET L ESPRIT";"Peter DAVIS";"44162";"Tous publics";"ETATS-UNIS";"30/04/1975"
"LE CRIME DE L ORIENT EXPRESS";"Sydney LUMET";"43990";"Tous publics";"GRANDE-BRETAGNE";"16/04/1975"
"LE DERNIER HEROS";"Johnson LAMONT";"42159";"Tous publics";"ETATS-UNIS";"30/04/1975"
"LE FAUVE NOIR DU KUNG FU";"Chang HO";"42686";"Interdiction aux mineurs -12 ans";"HONG KONG";"09/04/1975"
"LE FEU AUX FESSES";"Siggi GOTZ";"42711";"Classement X (pornographique)";"ALLEMAGNE";"30/04/1975"
"LE GAUCHER DE SHANGAI";"Yan irene LEE";"43093";"Interdiction aux mineurs -12 ans";"HONG KONG";"16/04/1975"
"LE GRAND DELIRE";"Dennis BERRY";"42960";"Interdiction aux mineurs -16 ans";"FRANCE";"30/04/1975"
"LE MIROIR OBSCENE";"Raoul FRANCO";"41656";"Interdiction aux mineurs -16 ans";"ESPAGNE, FRANCE";"30/04/1975"
"LE PIED";"Pierre UNIA";"42769";"Interdiction aux mineurs -16 ans";"FRANCE";"30/04/1975"
"LE PRE SAUVAGE";"Rene CARDONA";"44098";"Interdiction aux mineurs -12 ans";"MEXIQUE";"16/04/1975"
"LE SEXE INFERNAL";"Hubert FRANK";"43835";"Classement X (pornographique)";"ALLEMAGNE";"30/04/1975"
"LE TANGO DU MATELAS";"Eberhard SCHRODER";"43980";"Classement X (pornographique)";"ALLEMAGNE";"23/04/1975"
"LES AMAZONES";"Terence YOUNG";"40637";"Tous publics";"ESPAGNE, FRANCE, ITALIE";"30/04/1975"
"LES CULBUTEUSES";"Quirin STEINER";"43655";"Classement X (pornographique)";"ALLEMAGNE";"30/04/1975"
"LES DEMOLISSEURS";"Jr gordon PARKS";"44118";"Interdiction aux mineurs -12 ans";"ETATS-UNIS";"30/04/1975"
"LES DERNIERS JOURS DU DRAGON";"K good KWAN";"43972";"Interdiction aux mineurs -12 ans";"TAIWAN";"23/04/1975"
"LES DEUX CORNIAUDS CONTRE HERCULE";"M MATTIOLI";"41219";"Tous publics";"ITALIE";"20/04/1975"
"LES DEVOREUSES DE SEXE";"Serge KRUGER";"43215";"Classement X (pornographique)";"ETATS-UNIS";"02/04/1975"
"LES MECS LES FLICS ET LES PUTAINS";"Alphonse BENI";"44132";"Interdiction aux mineurs -16 ans";"FRANCE";"16/04/1975"
"LES MERCENAIRES DU KARATE";"Chu LO";"43498";"Interdiction aux mineurs -12 ans";"HONG KONG";"20/04/1975"
"LES NUITS BRULANTES DE LINDA";"Richard DECONNINCK";"42452";"Classement X (pornographique)";"FRANCE";"26/04/1975"
"LES PLUS BEAUX JOURS DE MA VIE";"Henri BARAKAT";"44175";"Tous publics";"LIBAN";"30/04/1975"
"LES ROIS DU MAL";"";"42713";"Interdiction aux mineurs -12 ans";"EGYPTE";"02/04/1975"
"LIBRA";"Morau PERDRIAUD";"41347";"Tous publics";"FRANCE";"23/04/1975"
"LIBRES JOUISSANCES";"Ernst HOFBAUER";"43452";"Classement X (pornographique)";"ALLEMAGNE";"09/04/1975"
"LILY AIME MOI";"Maurice DUGOWSON";"43439";"Tous publics";"FRANCE";"22/04/1975"
"MUHAMMAD ALI THE GREATEST 1964 1974";"William KLEIN";"43949";"Tous publics";"FRANCE";"09/04/1975"
"NID D AMOUR";"Helmi RAFLA";"43016";"Tous publics";"EGYPTE";"02/04/1975"
"NISSA AL LEIL FILLES DE NUIT";"Helmi RAFLA";"42578";"Tous publics";"EGYPTE";"30/04/1975"
"PAUL ET MICHELLE";"Gilbert LEWIS";"41517";"Tous publics";"FRANCE, GRANDE-BRETAGNE";"30/04/1975"
"PEUR SUR LA VILLE";"Henri VERNEUIL";"43334";"Tous publics";"FRANCE, ITALIE";"09/04/1975"
"PRESENCE DES EXTRA TERRESTRES";"";"42936";"Tous publics";"ALLEMAGNE";"23/04/1975"
"ROSEBUD";"Otto PREMINGER";"44111";"Tous publics";"ETATS-UNIS";"23/04/1975"
"SAMADHI";"Mehra PRAKASH";"44195";"Tous publics";"INDE";"06/04/1975"
"SECTION SPECIALE";"Costa GAVRAS";"43219";"Tous publics";"ALLEMAGNE, FRANCE, ITALIE";"23/04/1975"
"SEX BONBONS";"Peter RUSH";"39550";"Interdiction aux mineurs -16 ans";"ITALIE";"23/04/1975"
"SHAO LE DRAGON ROUGE";"Yah pai WANG";"42975";"Interdiction aux mineurs -16 ans";"HONG KONG";"02/04/1975"
"SOLDAT DUROC CA VA ETRE TA FETE";"Michel GERARD";"43458";"Tous publics";"FRANCE";"23/04/1975"
"SUEUR FROIDE DANS LA NUIT";"Sangster SANGSTER";"41926";"Interdiction aux mineurs -12 ans";"GRANDE-BRETAGNE";"14/04/1975"
"TROMPE L OEIL";"Claude d ANNA";"42780";"Tous publics";"BELGIQUE, FRANCE";"01/04/1975"
"UNE BALEINE QUI AVAIT MAL AUX DENTS";"Jacques BRAL";"41640";"Tous publics";"FRANCE";"16/04/1975"
"UNE BEDOUINE A ROME";"Mohamed SALMAN";"41558";"Tous publics";"LIBAN";"09/04/1975"
"VENDETTA KARATEKA";"Kitig CHEUNG";"43099";"Interdiction aux mineurs -12 ans";"HONG KONG";"09/04/1975"
"YANG TZE LA TERREUR DE BRUCE LEE";"";"44125";"Interdiction aux mineurs -12 ans";"HONG KONG";"30/04/1975"
"ALICE N EST PLUS ICI";"Martin SCORSESE";"44157";"Tous publics";"ETATS-UNIS";"28/05/1975"
"ALLONSANFAN";"Vittorio TAVIANI";"44295";"Tous publics";"ITALIE";"27/05/1975"
"CE CHER VICTOR";"Robin DAVIS";"42956";"Tous publics";"FRANCE";"14/05/1975"
"DR JEKYLL ET SISTER HYDE";"Baker roy WARD";"39714";"Interdiction aux mineurs -12 ans";"GRANDE-BRETAGNE";"21/05/1975"
"EMILIENNE";"Guy CASARIL";"43572";"Interdiction aux mineurs -16 ans";"FRANCE";"28/05/1975"
"EN AMOUR CA VA CA VIENT";"Henri SALA";"42866";"Classement X (pornographique)";"FRANCE";"07/05/1975"
"FANTAISIES SEXUELLES D UN COUPLE LIBRE";"S richard ROBINSON";"44128";"Classement X (pornographique)";"ETATS-UNIS";"21/05/1975"
"GRETCHEN SANS UNIFORME";"Erwin c DIETRICH";"43806";"Classement X (pornographique)";"SUISSE";"07/05/1975"
"JE SUIS UN KARATEKA";"Tung man CHANG";"42971";"Tous publics";"HONG KONG";"14/05/1975"
"JOUISSANCES";"Jean-François DAVY";"43106";"Interdiction aux mineurs -16 ans";"FRANCE";"07/05/1975"
"L EVADE DE L ILE DU DIABLE";"William WITNEY";"43480";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"14/05/1975"
"L HOMME AUX NERFS D ACIER";"Michele LUPO";"41360";"Tous publics";"FRANCE, ITALIE";"07/05/1975"
"L IBIS ROUGE";"Jean-Pierre MOCKY";"43895";"Tous publics";"FRANCE";"21/05/1975"
"LA BRIGADE";"Rene GILSON";"42823";"Tous publics";"FRANCE";"07/05/1975"
"LA CLEPSYDRE";"Wojciech HAS";"44306";"Tous publics";"POLOGNE";"21/05/1975"
"LA COMTESSE NOIRE";"Joseph JEHOULET";"43320";"Interdiction aux mineurs -12 ans";"BELGIQUE, FRANCE";"07/05/1975"
"LA FOIRE AUX SEXES";"E KRONHAUSEN";"44179";"Classement X (pornographique)";"DIVERS MONDE";"28/05/1975"
"LA GOUVERNANTE";"Gianni GRIMALDI";"43101";"Tous publics";"ITALIE";"07/05/1975"
"LA KARATIGRESSE AUX NERFS D ACIER";"Kazuhiko YAMAGUCHI";"44079";"Interdiction aux mineurs -16 ans";"JAPON";"28/05/1975"
"LA PRISE SECRETE DU MANDARIN";"Ngan hon YIP";"42970";"Interdiction aux mineurs -12 ans";"HONG KONG";"21/05/1975"
"LA SUBMERSION DU JAPON";"Shiro MORITANI";"44255";"Tous publics";"JAPON";"28/05/1975"
"LA TRAQUE";"Serge LEROY";"43711";"Interdiction aux mineurs -12 ans";"FRANCE, ITALIE";"14/05/1975"
"LE JARDIN QUI BASCULE";"Guy GILLES";"43103";"Tous publics";"FRANCE";"14/05/1975"
"LE MALIN PLAISIR";"Michel TOUBLANC";"43346";"Interdiction aux mineurs -12 ans";"FRANCE";"28/05/1975"
"LE TEMOIN A ABATTRE";"Enzo CASTELLARI";"43059";"Interdiction aux mineurs -12 ans";"ITALIE";"28/05/1975"
"LE VENGEUR DU KARATE";"Tse ling CHANG";"44033";"Interdiction aux mineurs -16 ans";"HONG KONG";"07/05/1975"
"LE VENT DE LA VIOLENCE";"Ralph NELSON";"44055";"Tous publics";"ETATS-UNIS";"07/05/1975"
"LEPKE LE CAID";"Menahem GOLAN";"43988";"Interdiction aux mineurs -16 ans";"ETATS-UNIS";"14/05/1975"
"LES NOCES DE PORCELAINE";"Roger COGGIO";"43214";"Interdiction aux mineurs -16 ans";"ALLEMAGNE, FRANCE";"06/05/1975"
"LES ORDRES";"Michel BRAULT";"44368";"Tous publics";"CANADA";"14/05/1975"
"LES PERVERTIES DU PLAISIR";"Charles BISCH";"41355";"Classement X (pornographique)";"ETATS-UNIS";"07/05/1975"
"LEVRES DE SANG";"Jean ROLLIN";"43472";"Interdiction aux mineurs -12 ans";"FRANCE";"28/05/1975"
"MAIS OU SONT PASSEES LES JEUNES FILLES EN FLEURS";"Jean DESVILLES";"42639";"Tous publics";"FRANCE";"07/05/1975"
"NE M ABANDONNE PAS";"Al iman HASSAN";"44176";"Tous publics";"LIBAN";"07/05/1975"
"TERREUR DANS LE SHANGAI EXPRESS";"Gene MARTIN";"43388";"Tous publics";"GRANDE-BRETAGNE";"28/05/1975"
"TOMMY";"Ken RUSSEL";"44390";"Interdiction aux mineurs -12 ans";"GRANDE-BRETAGNE";"23/05/1975"
"TRAVAUX OCCASIONNELS D UNE ESCLAVE";"Alexander KLUGE";"44115";"Interdiction aux mineurs -12 ans";"ALLEMAGNE";"15/05/1975"
"UN DIVORCE HEUREUX";"Henning CARLSEN";"43682";"Tous publics";"DANEMARK, FRANCE";"09/05/1975"
"UN FLIC HORS LA LOI";"Vanzina stefan STENO";"41439";"Tous publics";"FRANCE, ITALIE";"07/05/1975"
"UNE ANGLAISE ROMANTIQUE";"Joseph LOSEY";"43515";"Tous publics";"FRANCE, GRANDE-BRETAGNE";"24/05/1975"
"VOUS NE L EMPORTEREZ PAS AU PARADIS";"Midy francois DUPONT";"43292";"Tous publics";"FRANCE";"14/05/1975"
"BABY LOVE";"Jacques BESNARD";"42529";"Interdiction aux mineurs -16 ans";"BELGIQUE, FRANCE";"25/06/1975"
"C EST DUR POUR TOUT LE MONDE";"Christian GION";"43876";"Tous publics";"FRANCE";"18/06/1975"
"CHANGE PAS DE MAIN";"Paul VECCHIALI";"43718";"Interdiction aux mineurs -16 ans";"FRANCE";"18/06/1975"
"CLAUDINE";"John BERRY";"43244";"Tous publics";"ETATS-UNIS";"11/06/1975"
"COLARGOL AUTOUR DU MONDE";"Barille WILKOSZ";"44508";"Tous publics";"FRANCE";"25/06/1975"
"CROC BLANC";"Lucio FULCI";"41939";"Tous publics";"ESPAGNE, FRANCE, ITALIE";"27/06/1975"
"DEBBIE L HYPER SEXUELLE";"Mark HAGGARD";"44242";"Classement X (pornographique)";"ETATS-UNIS";"11/06/1975"
"DIVINE";"Dominique DELOUCHE";"43298";"Tous publics";"FRANCE";"11/06/1975"
"DRAGON NOIR";"Gio LO";"44435";"Interdiction aux mineurs -12 ans";"PHILIPPINES";"18/06/1975"
"EN GRANDES POMPES";"Andre TEISSEIRE";"43156";"Tous publics";"FRANCE";"05/06/1975"
"EXHIBITION";"Jean-François DAVY";"43957";"Interdiction aux mineurs -16 ans";"FRANCE";"25/06/1975"
"INDIA SONG";"Marguerite DURAS";"42753";"Tous publics";"FRANCE";"04/06/1975"
"J AI DROIT AU PLAISIR";"Andree MARCHAND";"43503";"Classement X (pornographique)";"FRANCE";"11/06/1975"
"L ENIGME DE KASPAR HAUSER";"Werner HERZOG";"45048";"Tous publics";"ALLEMAGNE";"18/06/1975"
"LA BALADE SAUVAGE";"Terrence MALICK";"43504";"Interdiction aux mineurs -12 ans";"ETATS-UNIS";"04/06/1975"
"LA CAGE";" Pierre GRANIER DEFERRE";"30121";"Tous publics";"FRANCE";"11/06/1975"
"LA FAILLE";"Peter FLEISCHMANN";"42114";"Tous publics";"ALLEMAGNE, FRANCE, ITALIE";"18/06/1975"
"LA NUIT DE LA PEUR";"";"44183";"Interdiction aux mineurs -12 ans";"GRANDE-BRETAGNE";"04/06/1975"
"LA TENDRESSE DES LOUPS";"Lommel ULLI";"42812";"Interdiction aux mineurs -16 ans";"ALLEMAGNE";"25/06/1975"
"LE BAIN PUBLIC";"Salah ABOU SEIF";"44173";"Tous publics";"EGYPTE";"04/06/1975"
"LE BAISER DE SATAN";"Martino alberto DE";"44028";"Interdiction aux mineurs -16 ans";"ITALIE";"11/06/1975"
"LE BLANC ET LE NOIR";"Kumar NARESH";"44419";"Tous publics";"INDE";"19/06/1975"
"LE BLANC LE JAUNE ET LE NOIR";"Sergio CORBUCCI";"43262";"Tous publics";"ESPAGNE, FRANCE, ITALIE";"04/06/1975"
"LE HAREM";"";"37368";"Tous publics";"ITALIE";"04/06/1975"
"LE TOUBIB EN DELIRE";"Gianni GRIMALDI";"43943";"Tous publics";"FRANCE, ITALIE";"25/06/1975"
"LENNY";"Bob FOSSE";"44200";"Tous publics";"ETATS-UNIS";"03/06/1975"
"LES DEUX GOUINES";"Jose BENAZERAF";"44353";"Classement X (pornographique)";"FRANCE";"18/06/1975"
"LES DEUX MISSIONNAIRES TENDS L AUTRE JOUE";"Franco ROSSI";"42809";"Tous publics";"FRANCE, ITALIE";"18/06/1975"
"LES FANTOMES DE HURLEVENT";"Antonio MARGHERITI";"41040";"Interdiction aux mineurs -12 ans";"ALLEMAGNE, FRANCE, ITALIE";"04/06/1975"
"LES HOTESSES DU LIT";"";"44105";"Classement X (pornographique)";"SUISSE";"04/06/1975"
"LES LOUVETEAUX";"Jorge FONS";"44240";"Interdiction aux mineurs -12 ans";"MEXIQUE";"18/06/1975"
"LES OISEAUX LE FONT ET LES ABEILLES AUSSI";"Nicolas NOXON";"43850";"Tous publics";"ETATS-UNIS";"18/06/1975"
"LIAISONS PERVERSES";"Jean paul SAVIGNAC";"43386";"Interdiction aux mineurs -16 ans";"FRANCE";"25/06/1975"
"MELODIE DE MA VIE";"Henri BARAKAT";"44343";"Tous publics";"LIBAN";"04/06/1975"
"OBSESSIONS CHARNELLES";"Alfredo RIZZO";"44349";"Interdiction aux mineurs -16 ans";"ITALIE";"18/06/1975"
"OPERATION LIBERTE";"Vitant JALAKIAVICIUS";"42412";"Tous publics";"RUSSIE";"25/06/1975"
"PAS DE PROBLEME";"Vital LAUTNER";"43314";"Tous publics";"FRANCE";"18/06/1975"
"PERDITION";"Zelito VIANA";"46486";"Interdiction aux mineurs -12 ans";"BRÉSIL";"05/06/1975"
"PROFESSION REPORTER";"Michelange ANTONIONI";"45090";"Tous publics";"ESPAGNE, FRANCE, ITALIE";"14/06/1975"
"SEUL LE VENT CONNAIT LA REPONSE";"Alfred VOHRER";"43308";"Tous publics";"ALLEMAGNE, FRANCE";"17/06/1975"
"SOS BLACK GUN";"Harry MAY";"44023";"Interdiction aux mineurs -12 ans";"ETATS-UNIS";"18/06/1975"
"SOUVENIRS D EN FRANCE";"André TECHINE";"43252";"Tous publics";"FRANCE";"18/06/1975"
